Year,Month,Day,MaxTemp (F),MinTemp (F)
2017,7,3,92,81
2017,7,4,91,79
2017,7,5,92,80
2017,7,6,93,79
2017,7,7,93,77
2017,7,8,93,76
2017,7,9,94,76
2017,7,10,94,75
2017,7,11,92,75
2017,7,12,93,75
2017,7,13,92,77
2017,7,14,92,80
2017,7,15,93,78
2017,7,16,92,75
2017,7,17,93,78
2017,7,18,91,76
2017,7,19,91,77
2017,7,20,92,76
2017,7,21,90,73
2017,7,22,93,75
2017,7,23,93,77
2017,7,24,93,76
2017,7,25,93,78
2017,7,26,92,77
2017,7,27,94,77
2017,7,28,93,77
2017,7,29,92,78
2017,7,30,,
2017,7,31,85,74
2017,8,1,93,74
2017,8,2,93,74
2017,8,3,93,78
2017,8,4,92,81
2017,8,5,93,81
2017,8,6,93,82
2017,8,7,92,81
2017,8,8,93,80
2017,8,9,93,78
2017,8,10,87,77
2017,8,11,92,75
2017,8,12,94,76
2017,8,13,94,76
2017,8,14,95,76
2017,8,15,93,77
2017,8,16,94,76
2017,8,17,94,78
2017,8,18,94,77
2017,8,19,95,76
2017,8,20,91,78
2017,8,21,92,78
2017,8,22,93,78
2017,8,23,87,77
2017,8,24,88,73
2017,8,25,85,73
2017,8,26,86,74
2017,8,27,92,75
2017,8,28,94,75
2017,8,29,95,77
2017,8,30,94,78
2017,8,31,93,80
2017,9,1,93,78
2017,9,2,91,74
2017,9,3,92,77
2017,9,4,92,78
2017,9,5,93,79
2017,9,6,90,76
2017,9,7,93,77
2017,9,8,94,80
2017,9,9,87,75
2017,9,10,80,77
2017,9,11,,
2017,9,12,91,91
2017,9,13,,
2017,9,14,90,86
2017,9,15,91,82
2017,9,16,92,77
2017,9,17,91,74
2017,9,18,91,71
2017,9,19,93,75
2017,9,20,92,75
2017,9,21,92,75
2017,9,22,88,75
2017,9,23,91,74
2017,9,24,90,75
2017,9,25,89,75
2017,9,26,87,74
2017,9,27,89,77
2017,9,28,90,74
2017,9,29,85,76
2017,9,30,90,75
2017,10,1,90,77
2017,10,2,88,77
2017,10,3,88,79
2017,10,4,86,74
2017,10,5,86,74
2017,10,6,88,78
2017,10,7,,
2017,10,8,,
2017,10,9,90,74
2017,10,10,89,78
2017,10,11,88,73
2017,10,12,84,74
2017,10,13,88,75
2017,10,14,87,74
2017,10,15,88,74
2017,10,16,88,72
2017,10,17,88,72
2017,10,18,84,73
2017,10,19,88,71
2017,10,20,87,73
2017,10,21,87,77
2017,10,22,87,77
2017,10,23,87,79
2017,10,24,87,71
2017,10,25,76,60
2017,10,26,76,57
2017,10,27,82,62
2017,10,28,79,74
2017,10,29,80,58
2017,10,30,68,54
2017,10,31,78,55
2017,11,1,82,62
2017,11,2,84,66
2017,11,3,84,65
2017,11,4,82,68
2017,11,5,85,67
2017,11,6,84,65
2017,11,7,84,66
2017,11,8,86,66
2017,11,9,86,68
2017,11,10,86,67
2017,11,11,84,73
2017,11,12,85,73
2017,11,13,84,72
2017,11,14,85,71
2017,11,15,78,69
2017,11,16,80,67
2017,11,17,81,62
2017,11,18,82,59
2017,11,19,82,60
2017,11,20,80,64
2017,11,21,83,64
2017,11,22,84,63
2017,11,23,84,65
2017,11,24,81,62
2017,11,25,77,60
2017,11,26,81,60
2017,11,27,79,63
2017,11,28,83,69
2017,11,29,83,67
2017,11,30,83,69
2017,12,1,83,64
2017,12,2,82,63
2017,12,3,81,64
2017,12,4,81,63
2017,12,5,82,65
2017,12,6,83,64
2017,12,7,85,66
2017,12,8,85,69
2017,12,9,78,57
2017,12,10,61,48
2017,12,11,66,46
2017,12,12,72,41
2017,12,13,66,44
2017,12,14,71,39
2017,12,15,79,48
2017,12,16,80,51
2017,12,17,82,59
2017,12,18,82,62
2017,12,19,83,59
2017,12,20,81,57
2017,12,21,83,59
2017,12,22,84,61
2017,12,23,81,61
2017,12,24,81,56
2017,12,25,83,56
2017,12,26,83,64
2017,12,27,82,61
2017,12,28,80,62
2017,12,29,77,61
2017,12,30,68,52
2017,12,31,74,49
2018,1,1,79,54
2018,1,2,70,54
2018,1,3,67,50
2018,1,4,59,41
2018,1,5,61,40
2018,1,6,69,48
2018,1,7,73,47
2018,1,8,77,56
2018,1,9,78,61
2018,1,10,77,62
2018,1,11,81,65
2018,1,12,83,70
2018,1,13,76,57
2018,1,14,72,50
2018,1,15,74,53
2018,1,16,76,57
2018,1,17,74,54
2018,1,18,62,43
2018,1,19,71,47
2018,1,20,75,54
2018,1,21,79,62
2018,1,22,80,67
2018,1,23,83,69
2018,1,24,80,67
2018,1,25,73,61
2018,1,26,77,69
2018,1,27,79,69
2018,1,28,80,71
2018,1,29,83,66
2018,1,30,70,54
2018,1,31,73,46
2018,2,1,79,55
2018,2,2,82,60
2018,2,3,74,59
2018,2,4,80,67
2018,2,5,85,65
2018,2,6,78,64
2018,2,7,82,68
2018,2,8,84,67
2018,2,9,82,67
2018,2,10,83,72
2018,2,11,84,73
2018,2,12,84,72
2018,2,13,84,68
2018,2,14,83,66
2018,2,15,82,60
2018,2,16,84,57
2018,2,17,83,60
2018,2,18,83,62
2018,2,19,82,70
2018,2,20,82,73
2018,2,21,84,73
2018,2,22,84,71
2018,2,23,83,70
2018,2,24,82,70
2018,2,25,84,69
2018,2,26,83,63
2018,2,27,85,64
2018,2,28,82,64
2018,3,1,85,61
2018,3,2,88,60
2018,3,3,80,58
2018,3,4,78,56
2018,3,5,77,55
2018,3,6,79,51
2018,3,7,84,62
2018,3,8,74,50
2018,3,9,73,52
2018,3,10,76,54
2018,3,11,87,68
2018,3,12,78,52
2018,3,13,75,50
2018,3,14,74,50
2018,3,15,77,45
2018,3,16,79,50
2018,3,17,83,55
2018,3,18,88,60
2018,3,19,90,63
2018,3,20,90,69
2018,3,21,82,56
2018,3,22,75,49
2018,3,23,79,47
2018,3,24,78,50
2018,3,25,83,57
2018,3,26,85,63
2018,3,27,78,66
2018,3,28,80,68
2018,3,29,82,71
2018,3,30,84,67
2018,3,31,85,63
2018,4,1,85,65
2018,4,2,85,64
2018,4,3,85,68
2018,4,4,86,65
2018,4,5,86,62
2018,4,6,86,65
2018,4,7,89,63
2018,4,8,91,68
2018,4,9,92,66
2018,4,10,94,70
2018,4,11,88,65
2018,4,12,85,61
2018,4,13,85,68
2018,4,14,89,63
2018,4,15,89,72
2018,4,16,83,60
2018,4,17,83,57
2018,4,18,83,57
2018,4,19,86,59
2018,4,20,91,62
2018,4,21,88,67
2018,4,22,89,71
2018,4,23,88,74
2018,4,24,94,72
2018,4,25,90,64
2018,4,26,85,62
2018,4,27,84,67
2018,4,28,88,67
2018,4,29,86,61
2018,4,30,85,69
2018,5,1,85,70
2018,5,2,86,72
2018,5,3,86,75
2018,5,4,86,72
2018,5,5,86,70
2018,5,6,90,71
2018,5,7,92,68
2018,5,8,89,73
2018,5,9,87,66
2018,5,10,86,64
2018,5,11,87,69
2018,5,12,81,74
2018,5,13,81,72
2018,5,14,86,71
2018,5,15,87,70
2018,5,16,88,70
2018,5,17,82,73
2018,5,18,88,72
2018,5,19,80,71
2018,5,20,81,72
2018,5,21,82,74
2018,5,22,84,77
2018,5,23,87,75
2018,5,24,87,76
2018,5,25,81,74
2018,5,26,79,72
2018,5,27,85,75
2018,5,28,82,75
2018,5,29,87,75
2018,5,30,89,77
2018,5,31,87,75
2018,6,1,88,72
2018,6,2,92,71
2018,6,3,93,73
2018,6,4,95,74
2018,6,5,94,75
2018,6,6,94,74
2018,6,7,91,73
2018,6,8,90,73
2018,6,9,87,72
2018,6,10,88,74
2018,6,11,87,72
2018,6,12,89,73
2018,6,13,89,75
2018,6,14,90,72
2018,6,15,90,72
2018,6,16,91,73
2018,6,17,91,75
2018,6,18,90,75
2018,6,19,89,73
2018,6,20,93,73
2018,6,21,95,78
2018,6,22,94,78
2018,6,23,92,75
2018,6,24,92,75
2018,6,25,91,75
2018,6,26,91,75
2018,6,27,90,73
2018,6,28,93,76
2018,6,29,92,75
2018,6,30,88,74
2018,7,1,,
2018,7,2,91,75
2018,7,3,89,76
2018,7,4,90,73
2018,7,5,90,73
2018,7,6,91,73
2018,7,7,91,74
2018,7,8,91,76
2018,7,9,92,76
2018,7,10,92,74
2018,7,11,91,73
2018,7,12,92,70
2018,7,13,93,73
2018,7,14,92,74
2018,7,15,92,73
2018,7,16,93,77
2018,7,17,92,76
2018,7,18,94,76
2018,7,19,96,75
2018,7,20,94,76
2018,7,21,95,78
2018,7,22,93,79
2018,7,23,95,75
2018,7,24,92,74
2018,7,25,94,80
2018,7,26,93,76
2018,7,27,90,76
2018,7,28,92,77
2018,7,29,88,75
2018,7,30,89,74
2018,7,31,91,76
2018,8,1,89,76
2018,8,2,90,75
2018,8,3,91,77
2018,8,4,90,76
2018,8,5,90,77
2018,8,6,92,75
2018,8,7,90,75
2018,8,8,92,76
2018,8,9,94,75
2018,8,10,96,71
2018,8,11,91,72
2018,8,12,90,72
2018,8,13,92,74
2018,8,14,91,76
2018,8,15,92,76
2018,8,16,92,78
2018,8,17,92,79
2018,8,18,,
2018,8,19,92,74
2018,8,20,92,76
2018,8,21,91,76
2018,8,22,91,76
2018,8,23,92,75
2018,8,24,91,76
2018,8,25,87,75
2018,8,26,91,74
2018,8,27,90,75
2018,8,28,88,75
2018,8,29,90,76
2018,8,30,89,75
2018,8,31,90,76
2018,9,1,90,76
2018,9,2,88,74
2018,9,3,78,74
2018,9,4,89,74
2018,9,5,90,76
2018,9,6,89,76
2018,9,7,86,73
2018,9,8,86,74
2018,9,9,91,75
2018,9,10,88,77
2018,9,11,91,76
2018,9,12,92,76
2018,9,13,93,77
2018,9,14,93,76
2018,9,15,91,74
2018,9,16,92,75
2018,9,17,92,76
2018,9,18,91,76
2018,9,19,92,76
2018,9,20,92,77
2018,9,21,91,76
2018,9,22,91,75
2018,9,23,91,77
2018,9,24,91,77
2018,9,25,92,79
2018,9,26,91,75
2018,9,27,91,79
2018,9,28,91,77
2018,9,29,90,77
2018,9,30,90,76
2018,10,1,90,77
2018,10,2,90,75
2018,10,3,90,73
2018,10,4,89,75
2018,10,5,89,77
2018,10,6,88,74
2018,10,7,87,78
2018,10,8,87,80
2018,10,9,90,81
2018,10,10,92,82
2018,10,11,91,79
2018,10,12,92,76
2018,10,13,93,73
2018,10,14,92,75
2018,10,15,91,78
2018,10,16,91,80
2018,10,17,90,75
2018,10,18,90,74
2018,10,19,89,73
2018,10,20,91,70
2018,10,21,92,74
2018,10,22,88,75
2018,10,23,88,71
2018,10,24,90,70
2018,10,25,88,69
2018,10,26,90,70
2018,10,27,90,71
2018,10,28,84,66
2018,10,29,85,60
2018,10,30,87,61
2018,10,31,86,64
2018,11,1,87,69
2018,11,2,89,70
2018,11,3,84,71
2018,11,4,88,74
2018,11,5,87,70
2018,11,6,88,69
2018,11,7,87,72
2018,11,8,89,72
2018,11,9,88,71
2018,11,10,91,69
2018,11,11,87,73
2018,11,12,87,74
2018,11,13,88,73
2018,11,14,88,71
2018,11,15,86,68
2018,11,16,76,60
2018,11,17,80,65
2018,11,18,84,67
2018,11,19,86,69
2018,11,20,88,67
2018,11,21,86,70
2018,11,22,82,67
2018,11,23,84,66
2018,11,24,,
2018,11,25,87,68
2018,11,26,88,65
2018,11,27,75,55
2018,11,28,66,47
2018,11,29,75,45
2018,11,30,79,60
2018,12,1,84,74
2018,12,2,88,74
2018,12,3,89,73
2018,12,4,87,65
2018,12,5,73,57
2018,12,6,77,53
2018,12,7,81,56
2018,12,8,82,59
2018,12,9,84,71
2018,12,10,75,59
2018,12,11,68,50
2018,12,12,77,50
2018,12,13,81,62
2018,12,14,83,71
2018,12,15,82,66
2018,12,16,80,61
2018,12,17,74,50
2018,12,18,78,49
2018,12,19,81,56
2018,12,20,85,64
2018,12,21,75,57
2018,12,22,72,51
2018,12,23,76,51
2018,12,24,78,54
2018,12,25,79,58
2018,12,26,79,68
2018,12,27,82,73
2018,12,28,83,74
2018,12,29,85,67
2018,12,30,83,65
2018,12,31,84,67
2019,1,1,83,66
2019,1,2,83,68
2019,1,3,84,67
2019,1,4,84,66
2019,1,5,81,56
2019,1,6,78,53
2019,1,7,81,57
2019,1,8,83,58
2019,1,9,78,56
2019,1,10,69,49
2019,1,11,78,51
2019,1,12,80,60
2019,1,13,83,63
2019,1,14,80,56
2019,1,15,72,54
2019,1,16,74,51
2019,1,17,79,54
2019,1,18,82,53
2019,1,19,79,55
2019,1,20,75,54
2019,1,21,72,45
2019,1,22,78,55
2019,1,23,80,70
2019,1,24,84,69
2019,1,25,70,59
2019,1,26,68,56
2019,1,27,77,60
2019,1,28,63,46
2019,1,29,71,46
2019,1,30,72,51
2019,1,31,79,56
2019,2,1,80,60
2019,2,2,82,67
2019,2,3,86,62
2019,2,4,79,61
2019,2,5,81,59
2019,2,6,80,58
2019,2,7,80,58
2019,2,8,83,60
2019,2,9,80,62
2019,2,10,82,66
2019,2,11,79,68
2019,2,12,84,69
2019,2,13,74,61
2019,2,14,80,57
2019,2,15,84,58
2019,2,16,83,56
2019,2,17,85,64
2019,2,18,88,75
2019,2,19,85,71
2019,2,20,86,73
2019,2,21,85,72
2019,2,22,87,70
2019,2,23,86,73
2019,2,24,89,69
2019,2,25,86,67
2019,2,26,83,72
2019,2,27,86,67
2019,2,28,86,64
2019,3,1,84,63
2019,3,2,87,60
2019,3,3,88,67
2019,3,4,91,65
2019,3,5,88,64
2019,3,6,73,54
2019,3,7,77,51
2019,3,8,78,57
2019,3,9,83,64
2019,3,10,86,70
2019,3,11,86,67
2019,3,12,89,64
2019,3,13,83,74
2019,3,14,83,72
2019,3,15,83,72
2019,3,16,86,65
2019,3,17,86,67
2019,3,18,81,67
2019,3,19,72,63
2019,3,20,82,64
2019,3,21,82,56
2019,3,22,77,55
2019,3,23,80,54
2019,3,24,81,60
2019,3,25,84,63
2019,3,26,88,62
2019,3,27,82,60
2019,3,28,80,62
2019,3,29,82,61
2019,3,30,83,58
2019,3,31,84,62
2019,4,1,86,63
2019,4,2,90,65
2019,4,3,85,67
2019,4,4,81,70
2019,4,5,84,69
2019,4,6,86,69
2019,4,7,86,74
2019,4,8,87,76
2019,4,9,85,70
2019,4,10,88,68
2019,4,11,87,62
2019,4,12,88,65
2019,4,13,86,74
2019,4,14,89,78
2019,4,15,90,65
2019,4,16,85,63
2019,4,17,84,64
2019,4,18,87,70
2019,4,19,91,71
2019,4,20,83,63
2019,4,21,83,57
2019,4,22,82,63
2019,4,23,83,59
2019,4,24,84,61
2019,4,25,87,65
2019,4,26,92,71
2019,4,27,86,66
2019,4,28,88,67
2019,4,29,88,71
2019,4,30,87,72
2019,5,1,85,73
2019,5,2,90,73
2019,5,3,89,74
2019,5,4,90,76
2019,5,5,92,73
2019,5,6,92,71
2019,5,7,87,72
2019,5,8,89,72
2019,5,9,89,74
2019,5,10,90,73
2019,5,11,89,73
2019,5,12,93,74
2019,5,13,95,74
2019,5,14,96,74
2019,5,15,89,73
2019,5,16,85,72
2019,5,17,87,69
2019,5,18,89,67
2019,5,19,90,70
2019,5,20,89,70
2019,5,21,91,71
2019,5,22,90,70
2019,5,23,90,76
2019,5,24,88,75
2019,5,25,88,74
2019,5,26,89,76
2019,5,27,89,73
2019,5,28,88,71
2019,5,29,90,70
2019,5,30,91,76
2019,5,31,92,77
2019,6,1,94,72
2019,6,2,94,75
2019,6,3,95,79
2019,6,4,95,76
2019,6,5,92,75
2019,6,6,92,75
2019,6,7,94,78
2019,6,8,,
2019,6,9,92,77
2019,6,10,90,75
2019,6,11,92,75
2019,6,12,92,74
2019,6,13,91,74
2019,6,14,94,74
2019,6,15,91,76
2019,6,16,82,73
2019,6,17,86,75
2019,6,18,92,73
2019,6,19,93,74
2019,6,20,93,79
2019,6,21,94,77
2019,6,22,95,76
2019,6,23,96,77
2019,6,24,98,75
2019,6,25,96,76
2019,6,26,94,76
2019,6,27,92,74
2019,6,28,92,75
2019,6,29,87,74
2019,6,30,89,75
2019,7,1,95,75
2019,7,2,96,77
2019,7,3,94,76
2019,7,4,92,77
2019,7,5,92,78
2019,7,6,89,76
2019,7,7,91,76
2019,7,8,90,74
2019,7,9,90,76
2019,7,10,92,76
2019,7,11,90,75
2019,7,12,89,73
2019,7,13,92,79
2019,7,14,92,81
2019,7,15,91,77
2019,7,16,92,79
2019,7,17,93,78
2019,7,18,93,77
2019,7,19,93,78
2019,7,20,,
2019,7,21,92,75
2019,7,22,94,74
2019,7,23,95,73
2019,7,24,95,77
2019,7,25,95,73
2019,7,26,90,74
2019,7,27,93,74
2019,7,28,95,75
2019,7,29,93,74
2019,7,30,93,75
2019,7,31,92,77
2019,8,1,84,79
2019,8,2,91,75
2019,8,3,92,75
2019,8,4,93,76
2019,8,5,90,77
2019,8,6,91,75
2019,8,7,90,76
2019,8,8,94,76
2019,8,9,95,75
2019,8,10,94,77
2019,8,11,92,77
2019,8,12,91,77
2019,8,13,91,73
2019,8,14,90,75
2019,8,15,92,76
2019,8,16,93,73
2019,8,17,93,75
2019,8,18,92,76
2019,8,19,90,76
2019,8,20,90,77
2019,8,21,90,75
2019,8,22,91,76
2019,8,23,90,76
2019,8,24,88,77
2019,8,25,94,79
2019,8,26,95,78
2019,8,27,96,78
2019,8,28,97,77
2019,8,29,94,77
2019,8,30,90,76
2019,8,31,91,78
2019,9,1,94,75
2019,9,2,90,79
2019,9,3,93,79
2019,9,4,94,77
2019,9,5,92,79
2019,9,6,95,77
2019,9,7,95,79
2019,9,8,92,77
2019,9,9,92,80
2019,9,10,92,77
2019,9,11,92,76
2019,9,12,92,76
2019,9,13,91,78
2019,9,14,88,77
2019,9,15,93,76
2019,9,16,94,77
2019,9,17,94,77
2019,9,18,92,75
2019,9,19,88,75
2019,9,20,87,76
2019,9,21,87,74
2019,9,22,87,78
2019,9,23,89,71
2019,9,24,88,69
2019,9,25,88,67
2019,9,26,89,69
2019,9,27,90,72
2019,9,28,91,77
2019,9,29,90,78
2019,9,30,91,77
2019,10,1,89,77
2019,10,2,89,76
2019,10,3,89,73
2019,10,4,89,72
2019,10,5,89,74
2019,10,6,89,77
2019,10,7,85,75
2019,10,8,85,75
2019,10,9,91,75
2019,10,10,91,74
2019,10,11,89,74
2019,10,12,86,74
2019,10,13,88,77
2019,10,14,88,74
2019,10,15,88,72
2019,10,16,91,73
2019,10,17,92,74
2019,10,18,89,75
2019,10,19,87,77
2019,10,20,92,77
2019,10,21,91,74
2019,10,22,90,74
2019,10,23,90,72
2019,10,24,89,77
2019,10,25,88,79
2019,10,26,88,75
2019,10,27,90,74
2019,10,28,89,75
2019,10,29,89,77
2019,10,30,89,76
2019,10,31,89,73
2019,11,1,91,73
2019,11,2,89,72
2019,11,3,87,72
2019,11,4,87,74
2019,11,5,88,74
2019,11,6,90,71
2019,11,7,88,74
2019,11,8,90,70
2019,11,9,81,68
2019,11,10,85,64
2019,11,11,84,67
2019,11,12,88,67
2019,11,13,86,66
2019,11,14,83,71
2019,11,15,84,70
2019,11,16,78,60
2019,11,17,67,56
2019,11,18,76,57
2019,11,19,83,58
2019,11,20,78,55
2019,11,21,81,57
2019,11,22,82,59
2019,11,23,84,60
2019,11,24,84,63
2019,11,25,77,55
2019,11,26,81,57
2019,11,27,83,59
2019,11,28,84,61
2019,11,29,84,61
2019,11,30,81,60
2019,12,1,84,62
2019,12,2,84,59
2019,12,3,69,46
2019,12,4,77,50
2019,12,5,74,51
2019,12,6,79,51
2019,12,7,81,54
2019,12,8,82,60
2019,12,9,83,61
2019,12,10,86,72
2019,12,11,86,70
2019,12,12,83,69
2019,12,13,83,66
2019,12,14,87,63
2019,12,15,82,55
2019,12,16,84,68
2019,12,17,85,71
2019,12,18,79,60
2019,12,19,69,60
2019,12,20,78,68
2019,12,21,79,70
2019,12,22,76,73
2019,12,23,76,62
2019,12,24,76,55
2019,12,25,81,56
2019,12,26,80,63
2019,12,27,82,72
2019,12,28,81,72
2019,12,29,80,73
2019,12,30,79,67
2019,12,31,,59