,Year,Month,Day,MaxTemp (F),MinTemp (F),DHI (w/m2),DNI (w/m2),Wind Speed (m/s),Relative Humidity (%),Pressure (mbar)
0,2015,1,1,84.0,66.0,61,159,2.1,85.12,1018
1,2015,1,2,84.0,69.0,54,215,4.6,85.98,1020
2,2015,1,3,83.0,74.0,79,122,6.7,84.27,1020
3,2015,1,4,85.0,71.0,49,240,5.1,84.11,1020
4,2015,1,5,85.0,67.0,32,309,3.2,86.44,1020
5,2015,1,6,84.0,66.0,30,316,2.7,83.61,1020
6,2015,1,7,82.0,63.0,37,280,3.1,78.52,1018
7,2015,1,8,75.0,55.0,62,205,7.6,72.62,1020
8,2015,1,9,80.0,58.0,64,185,2.7,73.56,1020
9,2015,1,10,80.0,59.0,51,214,5.5,85.86,1020
10,2015,1,11,83.0,62.0,77,130,4.7,88.7,1020
11,2015,1,12,80.0,72.0,73,38,3.6,95.02,1016
12,2015,1,13,82.0,66.0,43,205,2.4,94.58,1010
13,2015,1,14,79.0,64.0,73,136,3.8,91.01,1010
14,2015,1,15,80.0,63.0,61,164,3.1,89.42,1010
15,2015,1,16,77.0,60.0,62,162,4.6,85.74,1010
16,2015,1,17,78.0,56.0,32,328,4.5,76.62,1013
17,2015,1,18,80.0,58.0,44,286,2.8,72.63,1014
18,2015,1,19,76.0,50.0,42,293,4.0,73.54,1014
19,2015,1,20,75.0,60.0,68,41,3.0,75.22,1010
20,2015,1,21,85.0,64.0,52,233,1.8,84.46,1010
21,2015,1,22,81.0,63.0,34,319,4.1,82.58,1015
22,2015,1,23,80.0,69.0,68,198,5.5,79.41,1010
23,2015,1,24,78.0,55.0,57,28,6.9,87.01,1010
24,2015,1,25,69.0,47.0,38,307,4.2,71.76,1010
25,2015,1,26,77.0,51.0,57,213,7.1,74.78,1010
26,2015,1,27,72.0,48.0,32,356,5.6,72.53,1010
27,2015,1,28,68.0,51.0,34,361,6.1,66.47,1017
28,2015,1,29,74.0,52.0,58,236,4.8,74.11,1020
29,2015,1,30,77.0,54.0,35,344,2.4,70.22,1020
30,2015,1,31,76.0,55.0,58,245,5.9,75.19,1020
31,2015,2,1,77.0,59.0,58,256,4.7,73.51,1016
32,2015,2,2,84.0,64.0,50,240,4.1,88.92,1010
33,2015,2,3,79.0,55.0,45,300,4.8,74.56,1018
34,2015,2,4,79.0,60.0,54,249,4.3,77.29,1014
35,2015,2,5,73.0,63.0,34,273,5.8,96.39,1010
36,2015,2,6,78.0,57.0,44,287,7.1,79.23,1015
37,2015,2,7,75.0,57.0,75,214,6.4,68.05,1020
38,2015,2,8,78.0,55.0,34,353,3.4,71.25,1015
39,2015,2,9,80.0,61.0,44,127,3.6,87.99,1006
40,2015,2,10,78.0,52.0,37,358,7.3,80.68,1002
41,2015,2,11,74.0,46.0,36,370,3.7,73.68,1010
42,2015,2,12,77.0,51.0,37,358,3.2,70.18,1010
43,2015,2,13,77.0,48.0,44,338,5.1,72.15,1015
44,2015,2,14,67.0,41.0,41,347,5.0,66.14,1020
45,2015,2,15,76.0,42.0,35,374,3.8,70.68,1020
46,2015,2,16,77.0,52.0,46,329,3.9,74.36,1015
47,2015,2,17,85.0,58.0,61,284,3.8,86.78,1010
48,2015,2,18,71.0,50.0,74,62,6.4,79.01,1012
49,2015,2,19,62.0,41.0,31,405,8.5,60.47,1020
50,2015,2,20,68.0,40.0,54,262,6.9,69.7,1020
51,2015,2,21,76.0,61.0,79,188,5.1,74.8,1020
52,2015,2,22,82.0,65.0,51,270,2.9,87.81,1020
53,2015,2,23,85.0,65.0,50,306,1.5,90.3,1016
54,2015,2,24,86.0,62.0,50,303,2.4,86.32,1010
55,2015,2,25,86.0,59.0,41,347,3.8,91.18,1010
56,2015,2,26,87.0,73.0,110,126,5.8,90.68,1010
57,2015,2,27,81.0,66.0,67,257,4.2,91.47,1013
58,2015,2,28,82.0,64.0,84,90,4.6,90.56,1020
59,2015,3,1,83.0,70.0,78,241,5.9,84.79,1020
60,2015,3,2,81.0,65.0,36,371,4.4,77.23,1020
61,2015,3,3,81.0,63.0,61,316,5.4,79.21,1019
62,2015,3,4,82.0,69.0,62,290,5.8,80.28,1014
63,2015,3,5,84.0,64.0,43,355,5.0,81.49,1013
64,2015,3,6,85.0,62.0,47,338,2.1,80.93,1017
65,2015,3,7,80.0,64.0,85,80,5.1,87.71,1020
66,2015,3,8,78.0,66.0,81,75,6.9,84.93,1020
67,2015,3,9,84.0,67.0,40,348,5.8,80.23,1014
68,2015,3,10,82.0,71.0,62,264,6.8,80.69,1015
69,2015,3,11,83.0,67.0,83,232,6.0,83.84,1017
70,2015,3,12,85.0,69.0,56,293,6.2,80.27,1019
71,2015,3,13,83.0,69.0,78,290,6.9,78.06,1017
72,2015,3,14,82.0,65.0,43,362,4.9,76.03,1015
73,2015,3,15,84.0,62.0,82,196,1.9,77.19,1013
74,2015,3,16,84.0,62.0,52,331,2.1,79.51,1012
75,2015,3,17,86.0,60.0,75,262,3.4,73.09,1010
76,2015,3,18,86.0,57.0,69,218,3.6,72.32,1010
77,2015,3,19,83.0,61.0,97,106,2.9,76.03,1010
78,2015,3,20,88.0,56.0,52,330,2.4,69.09,1011
79,2015,3,21,88.0,61.0,56,333,2.0,70.64,1010
80,2015,3,22,89.0,64.0,72,307,2.9,75.05,1010
81,2015,3,23,91.0,65.0,113,176,3.7,75.84,1010
82,2015,3,24,88.0,66.0,67,272,2.0,75.51,1010
83,2015,3,25,90.0,65.0,63,299,1.8,69.32,1010
84,2015,3,26,88.0,67.0,90,184,5.4,79.33,1010
85,2015,3,27,91.0,68.0,101,232,6.1,83.7,1010
86,2015,3,28,75.0,62.0,88,206,6.1,62.33,1017
87,2015,3,29,80.0,55.0,62,342,5.6,60.86,1020
88,2015,3,30,81.0,52.0,84,294,2.8,60.44,1020
89,2015,3,31,82.0,55.0,52,369,2.5,63.26,1016
90,2015,4,1,84.0,59.0,54,363,2.1,67.43,1015
91,2015,4,2,83.0,61.0,61,342,3.0,70.36,1020
92,2015,4,3,84.0,64.0,50,381,4.8,70.78,1015
93,2015,4,4,86.0,63.0,51,371,1.8,68.54,1011
94,2015,4,5,85.0,63.0,47,382,3.4,73.36,1010
95,2015,4,6,86.0,67.0,73,307,4.9,78.19,1015
96,2015,4,7,86.0,73.0,73,291,5.4,77.71,1016
97,2015,4,8,85.0,70.0,103,181,5.2,77.58,1012
98,2015,4,9,86.0,71.0,55,345,5.2,78.64,1011
99,2015,4,10,87.0,74.0,64,329,4.9,80.33,1010
100,2015,4,11,88.0,73.0,77,246,3.9,80.18,1010
101,2015,4,12,88.0,69.0,124,198,4.6,81.65,1010
102,2015,4,13,86.0,72.0,62,302,4.9,80.13,1015
103,2015,4,14,88.0,74.0,50,375,4.1,77.27,1013
104,2015,4,15,88.0,71.0,51,360,4.1,77.59,1010
105,2015,4,16,89.0,70.0,51,367,3.7,78.54,1010
106,2015,4,17,92.0,70.0,91,244,3.8,75.42,1010
107,2015,4,18,92.0,70.0,79,308,2.9,77.76,1010
108,2015,4,19,90.0,72.0,80,289,3.7,79.13,1010
109,2015,4,20,93.0,74.0,106,229,3.7,79.84,1010
110,2015,4,21,82.0,72.0,114,60,2.2,85.12,1010
111,2015,4,22,86.0,74.0,134,41,1.5,80.42,1010
112,2015,4,23,93.0,72.0,112,127,2.4,81.89,1010
113,2015,4,24,93.0,70.0,91,239,2.9,79.05,1010
114,2015,4,25,94.0,75.0,95,256,3.8,78.16,1010
115,2015,4,26,97.0,71.0,78,316,5.5,75.56,1004
116,2015,4,27,95.0,74.0,108,209,2.3,78.98,1003
117,2015,4,28,90.0,74.0,129,50,3.7,86.34,1001
118,2015,4,29,77.0,70.0,58,15,4.8,94.89,1000
119,2015,4,30,82.0,69.0,100,21,5.8,79.01,1003
120,2015,5,1,85.0,65.0,53,385,4.4,63.06,1010
121,2015,5,2,83.0,64.0,128,156,5.1,68.1,1010
122,2015,5,3,83.0,64.0,56,388,6.9,66.56,1010
123,2015,5,4,80.0,69.0,144,121,6.3,67.74,1014
124,2015,5,5,80.0,68.0,105,49,4.8,87.28,1010
125,2015,5,6,87.0,65.0,98,240,3.5,79.11,1010
126,2015,5,7,90.0,65.0,55,326,2.0,71.14,1010
127,2015,5,8,89.0,66.0,87,315,2.0,70.59,1010
128,2015,5,9,89.0,64.0,79,319,2.3,71.46,1010
129,2015,5,10,89.0,72.0,79,326,4.3,80.46,1011
130,2015,5,11,88.0,74.0,66,354,5.1,80.3,1013
131,2015,5,12,88.0,73.0,69,331,5.2,81.41,1014
132,2015,5,13,89.0,75.0,61,357,4.8,78.76,1011
133,2015,5,14,89.0,73.0,57,380,5.4,77.89,1014
134,2015,5,15,88.0,72.0,84,318,5.6,76.09,1015
135,2015,5,16,88.0,70.0,52,384,4.7,75.86,1015
136,2015,5,17,88.0,76.0,82,284,5.3,80.07,1020
137,2015,5,18,88.0,70.0,54,386,4.6,78.13,1017
138,2015,5,19,89.0,70.0,62,380,3.5,74.64,1010
139,2015,5,20,91.0,66.0,61,376,1.6,71.18,1010
140,2015,5,21,96.0,72.0,108,192,2.7,74.3,1010
141,2015,5,22,93.0,73.0,85,190,1.6,73.17,1012
142,2015,5,23,91.0,70.0,63,344,3.9,78.76,1019
143,2015,5,24,90.0,74.0,56,385,5.8,76.65,1018
144,2015,5,25,91.0,79.0,63,363,6.2,78.9,1016
145,2015,5,26,90.0,77.0,60,374,6.2,76.56,1017
146,2015,5,27,89.0,76.0,90,305,6.1,73.21,1010
147,2015,5,28,88.0,71.0,115,248,5.8,69.13,1010
148,2015,5,29,89.0,64.0,51,399,4.1,71.6,1010
149,2015,5,30,89.0,74.0,65,351,3.3,77.23,1010
150,2015,5,31,87.0,70.0,107,253,2.9,74.99,1010
151,2015,6,1,88.0,71.0,112,236,2.9,73.98,1010
152,2015,6,2,84.0,71.0,126,12,2.4,76.57,1010
153,2015,6,3,86.0,72.0,132,180,3.8,82.06,1010
154,2015,6,4,89.0,69.0,131,170,3.3,83.03,1010
155,2015,6,5,88.0,73.0,132,45,2.4,82.4,1010
156,2015,6,6,88.0,70.0,125,118,3.0,84.22,1010
157,2015,6,7,86.0,69.0,129,133,3.0,79.27,1010
158,2015,6,8,89.0,71.0,90,203,3.0,78.61,1010
159,2015,6,9,89.0,71.0,92,193,2.7,79.92,1010
160,2015,6,10,89.0,72.0,138,199,3.2,82.3,1010
161,2015,6,11,88.0,71.0,154,133,4.2,83.17,1010
162,2015,6,12,90.0,80.0,119,193,4.7,85.83,1010
163,2015,6,13,90.0,79.0,115,215,5.6,84.45,1010
164,2015,6,14,89.0,79.0,145,155,5.0,83.8,1010
165,2015,6,15,89.0,76.0,139,125,4.0,83.6,1010
166,2015,6,16,90.0,75.0,52,396,3.4,80.67,1010
167,2015,6,17,91.0,74.0,62,382,3.4,78.42,1010
168,2015,6,18,92.0,77.0,51,398,3.6,77.92,1010
169,2015,6,19,93.0,75.0,51,394,2.7,76.81,1010
170,2015,6,20,93.0,74.0,86,311,2.5,75.51,1010
171,2015,6,21,93.0,73.0,66,353,2.7,75.93,1010
172,2015,6,22,93.0,74.0,82,313,3.2,77.89,1011
173,2015,6,23,92.0,78.0,62,369,3.7,77.61,1014
174,2015,6,24,93.0,79.0,59,380,3.6,74.03,1014
175,2015,6,25,93.0,75.0,123,203,2.2,77.13,1010
176,2015,6,26,93.0,75.0,142,138,2.1,76.56,1010
177,2015,6,27,92.0,74.0,135,138,2.7,80.3,1010
178,2015,6,28,94.0,73.0,95,146,2.5,77.81,1010
179,2015,6,29,94.0,71.0,67,238,1.8,76.59,1010
180,2015,6,30,93.0,72.0,113,251,2.6,74.56,1014
181,2015,7,1,93.0,74.0,96,292,3.2,74.14,1014
182,2015,7,2,92.0,79.0,91,296,3.5,75.54,1010
183,2015,7,3,92.0,73.0,79,324,3.2,77.81,1010
184,2015,7,4,91.0,73.0,77,332,3.3,78.91,1010
185,2015,7,5,91.0,82.0,101,285,3.4,77.23,1015
186,2015,7,6,92.0,75.0,97,283,3.0,76.53,1014
187,2015,7,7,91.0,75.0,115,222,3.5,78.48,1013
188,2015,7,8,91.0,73.0,79,287,3.8,76.25,1014
189,2015,7,9,92.0,75.0,70,353,4.7,78.05,1011
190,2015,7,10,91.0,76.0,59,378,3.7,76.31,1010
191,2015,7,11,92.0,71.0,63,367,3.2,71.98,1011
192,2015,7,12,93.0,70.0,56,377,1.9,69.5,1010
193,2015,7,13,95.0,72.0,95,237,2.7,74.32,1010
194,2015,7,14,93.0,73.0,86,157,3.2,74.92,1010
195,2015,7,15,89.0,73.0,120,134,2.9,77.66,1010
196,2015,7,16,86.0,75.0,124,50,1.8,76.64,1010
197,2015,7,17,91.0,73.0,145,163,2.0,72.98,1010
198,2015,7,18,88.0,74.0,132,201,2.8,77.23,1010
199,2015,7,19,92.0,74.0,94,289,3.1,74.31,1010
200,2015,7,20,93.0,75.0,114,262,3.0,71.66,1010
201,2015,7,21,92.0,76.0,78,291,3.0,72.67,1010
202,2015,7,22,92.0,74.0,98,214,1.7,72.65,1010
203,2015,7,23,93.0,75.0,120,217,1.7,73.45,1010
204,2015,7,24,94.0,77.0,125,190,2.9,77.24,1010
205,2015,7,25,91.0,73.0,120,27,4.4,79.26,1010
206,2015,7,26,87.0,75.0,114,101,4.9,82.87,1010
207,2015,7,27,93.0,75.0,71,340,4.0,76.85,1010
208,2015,7,28,96.0,75.0,112,274,2.7,74.96,1010
209,2015,7,29,95.0,78.0,139,113,2.1,76.27,1010
210,2015,7,30,95.0,77.0,147,143,2.0,72.85,1010
211,2015,7,31,93.0,71.0,115,81,3.0,78.3,1010
212,2015,8,1,92.0,74.0,145,131,3.8,77.79,1010
213,2015,8,2,92.0,76.0,148,85,3.2,75.93,1010
214,2015,8,3,91.0,73.0,141,174,2.7,76.2,1010
215,2015,8,4,92.0,73.0,71,330,2.7,75.43,1010
216,2015,8,5,92.0,76.0,106,270,2.8,79.28,1010
217,2015,8,6,93.0,75.0,68,347,2.8,76.22,1010
218,2015,8,7,93.0,73.0,65,331,2.0,73.77,1010
219,2015,8,8,94.0,75.0,71,232,2.3,73.95,1010
220,2015,8,9,94.0,73.0,92,261,1.9,71.88,1010
221,2015,8,10,92.0,76.0,118,235,2.6,75.24,1010
222,2015,8,11,93.0,74.0,109,239,1.4,72.18,1010
223,2015,8,12,94.0,74.0,76,319,1.7,72.34,1010
224,2015,8,13,92.0,74.0,115,193,1.8,76.53,1010
225,2015,8,14,92.0,74.0,81,227,2.1,78.71,1010
226,2015,8,15,87.0,76.0,150,62,2.2,82.4,1010
227,2015,8,16,91.0,75.0,51,356,3.8,77.93,1010
228,2015,8,17,90.0,78.0,66,294,3.5,79.4,1010
229,2015,8,18,91.0,77.0,120,167,3.7,81.76,1010
230,2015,8,19,92.0,79.0,70,300,3.6,78.45,1010
231,2015,8,20,92.0,77.0,115,231,2.3,75.12,1010
232,2015,8,21,91.0,76.0,133,179,1.5,75.68,1010
233,2015,8,22,93.0,75.0,82,254,0.8,72.5,1010
234,2015,8,23,94.0,76.0,75,288,2.2,76.68,1010
235,2015,8,24,93.0,76.0,107,227,2.3,76.67,1010
236,2015,8,25,92.0,76.0,111,202,1.9,75.31,1010
237,2015,8,26,88.0,74.0,115,45,2.2,83.33,1010
238,2015,8,27,90.0,73.0,112,105,2.5,83.74,1010
239,2015,8,28,91.0,76.0,78,297,2.7,80.68,1010
240,2015,8,29,91.0,77.0,77,270,5.1,84.83,1010
241,2015,8,30,83.0,73.0,93,14,7.2,85.92,1010
242,2015,8,31,91.0,75.0,71,304,3.2,81.04,1010
243,2015,9,1,91.0,75.0,57,320,1.9,78.49,1010
244,2015,9,2,91.0,77.0,105,234,1.9,80.26,1010
245,2015,9,3,92.0,75.0,87,195,2.0,81.29,1010
246,2015,9,4,90.0,71.0,75,143,2.0,80.99,1010
247,2015,9,5,89.0,70.0,98,113,1.4,81.38,1010
248,2015,9,6,91.0,73.0,91,168,0.8,80.92,1010
249,2015,9,7,90.0,74.0,107,121,2.8,83.15,1010
250,2015,9,8,92.0,76.0,72,257,3.0,81.46,1010
251,2015,9,9,90.0,76.0,113,105,2.5,80.63,1010
252,2015,9,10,92.0,76.0,117,149,2.0,79.24,1010
253,2015,9,11,92.0,78.0,70,207,2.0,80.29,1010
254,2015,9,12,93.0,77.0,116,174,3.3,81.43,1010
255,2015,9,13,93.0,75.0,126,143,2.6,79.73,1010
256,2015,9,14,93.0,76.0,93,133,3.2,84.35,1010
257,2015,9,15,89.0,75.0,114,68,5.4,86.54,1010
258,2015,9,16,85.0,74.0,97,39,5.1,90.63,1010
259,2015,9,17,87.0,73.0,78,72,2.0,90.13,1010
260,2015,9,18,90.0,72.0,99,133,2.4,87.3,1000
261,2015,9,19,94.0,77.0,45,348,4.0,85.42,1005
262,2015,9,20,95.0,74.0,45,352,2.1,81.86,1010
263,2015,9,21,91.0,74.0,68,124,1.4,79.7,1010
264,2015,9,22,91.0,74.0,81,180,1.9,85.55,1010
265,2015,9,23,88.0,74.0,106,136,1.8,86.48,1010
266,2015,9,24,86.0,73.0,125,80,2.5,83.25,1010
267,2015,9,25,90.0,75.0,61,171,2.1,82.5,1010
268,2015,9,26,90.0,74.0,104,174,2.6,83.8,1010
269,2015,9,27,87.0,75.0,109,24,2.0,83.38,1010
270,2015,9,28,89.0,75.0,111,165,2.2,79.8,1010
271,2015,9,29,90.0,75.0,107,73,2.2,87.22,1008
272,2015,9,30,93.0,75.0,60,272,3.7,84.7,1000
273,2015,10,1,92.0,77.0,43,342,5.6,83.33,1000
274,2015,10,2,92.0,74.0,104,164,5.6,84.48,999
275,2015,10,3,90.0,71.0,40,369,6.5,75.78,1000
276,2015,10,4,90.0,68.0,55,297,5.4,72.62,1000
277,2015,10,5,87.0,71.0,84,215,5.6,77.93,1003
278,2015,10,6,87.0,73.0,93,175,4.0,79.43,1010
279,2015,10,7,87.0,74.0,42,164,2.1,81.25,1010
280,2015,10,8,90.0,73.0,63,267,1.6,75.98,1010
281,2015,10,9,89.0,72.0,83,141,1.7,76.79,1010
282,2015,10,10,91.0,73.0,47,318,2.9,78.46,1010
283,2015,10,11,87.0,72.0,111,140,2.1,77.86,1010
284,2015,10,12,90.0,71.0,48,276,1.7,73.35,1010
285,2015,10,13,88.0,70.0,73,193,1.8,76.39,1010
286,2015,10,14,91.0,72.0,83,179,1.1,79.94,1010
287,2015,10,15,87.0,74.0,94,118,3.5,83.86,1010
288,2015,10,16,82.0,75.0,75,18,5.1,87.86,1010
289,2015,10,17,86.0,74.0,100,162,4.6,84.32,1010
290,2015,10,18,86.0,70.0,107,89,5.9,78.71,1010
291,2015,10,19,85.0,73.0,89,119,9.1,80.7,1011
292,2015,10,20,87.0,77.0,89,108,8.0,78.23,1010
293,2015,10,21,86.0,71.0,42,298,6.5,78.89,1010
294,2015,10,22,85.0,73.0,52,269,5.9,81.09,1010
295,2015,10,23,85.0,68.0,52,126,5.7,79.58,1010
296,2015,10,24,84.0,69.0,65,207,5.7,80.12,1010
297,2015,10,25,86.0,70.0,79,196,5.3,78.68,1010
298,2015,10,26,84.0,70.0,56,277,5.4,77.7,1010
299,2015,10,27,86.0,76.0,74,215,5.5,79.24,1010
300,2015,10,28,82.0,73.0,74,12,4.3,86.71,1010
301,2015,10,29,88.0,73.0,59,209,2.3,86.26,1010
302,2015,10,30,89.0,72.0,75,164,2.2,83.79,1010
303,2015,10,31,87.0,72.0,54,207,3.4,85.25,1010
304,2015,11,1,87.0,74.0,40,304,3.5,84.63,1010
305,2015,11,2,88.0,76.0,38,312,3.6,82.2,1010
306,2015,11,3,87.0,72.0,32,328,3.6,84.68,1010
307,2015,11,4,87.0,75.0,42,256,5.3,87.44,1010
308,2015,11,5,86.0,77.0,35,309,6.3,80.92,1011
309,2015,11,6,86.0,73.0,33,319,4.7,83.6,1010
310,2015,11,7,87.0,76.0,43,284,4.3,87.55,1010
311,2015,11,8,87.0,75.0,33,317,3.8,83.46,1010
312,2015,11,9,88.0,73.0,34,312,2.5,82.61,1010
313,2015,11,10,89.0,71.0,32,315,2.1,81.12,1010
314,2015,11,11,89.0,70.0,38,275,1.1,77.79,1010
315,2015,11,12,88.0,69.0,35,282,1.5,81.33,1010
316,2015,11,13,88.0,71.0,35,282,1.7,83.32,1010
317,2015,11,14,83.0,72.0,69,80,5.2,88.67,1012
318,2015,11,15,79.0,71.0,67,9,7.4,85.65,1015
319,2015,11,16,80.0,71.0,88,29,5.6,87.24,1011
320,2015,11,17,84.0,70.0,44,253,6.2,84.57,1010
321,2015,11,18,85.0,76.0,45,269,6.3,86.25,1010
322,2015,11,19,84.0,75.0,87,108,3.6,88.43,1010
323,2015,11,20,85.0,72.0,75,157,2.5,90.83,1010
324,2015,11,21,82.0,71.0,51,21,3.0,89.96,1010
325,2015,11,22,85.0,70.0,60,156,4.6,91.54,1009
326,2015,11,23,78.0,63.0,39,291,7.3,83.25,1012
327,2015,11,24,78.0,59.0,73,132,7.5,69.24,1015
328,2015,11,25,78.0,67.0,71,128,8.0,75.36,1020
329,2015,11,26,81.0,69.0,45,233,8.3,78.81,1020
330,2015,11,27,82.0,65.0,41,280,6.8,80.38,1016
331,2015,11,28,82.0,62.0,39,281,5.9,77.29,1011
332,2015,11,29,81.0,65.0,43,240,5.8,80.71,1010
333,2015,11,30,82.0,70.0,43,185,4.4,89.83,1010
334,2015,12,1,83.0,67.0,45,179,3.5,87.07,1010
335,2015,12,2,83.0,71.0,76,64,3.0,91.7,1010
336,2015,12,3,83.0,71.0,76,61,1.5,95.11,1010
337,2015,12,4,75.0,71.0,53,8,1.7,96.6,1013
338,2015,12,5,76.0,71.0,25,144,5.0,94.46,1018
339,2015,12,6,82.0,73.0,75,66,6.6,90.77,1015
340,2015,12,7,76.0,67.0,60,10,5.4,94.34,1010
341,2015,12,8,72.0,65.0,63,13,4.4,94.27,1010
342,2015,12,9,82.0,66.0,48,165,1.4,87.46,1010
343,2015,12,10,81.0,66.0,79,79,1.9,90.14,1010
344,2015,12,11,82.0,63.0,41,260,2.8,87.14,1010
345,2015,12,12,82.0,65.0,30,306,5.8,85.62,1013
346,2015,12,13,82.0,73.0,38,239,5.8,86.71,1010
347,2015,12,14,83.0,69.0,51,235,4.2,89.46,1010
348,2015,12,15,84.0,66.0,31,297,3.0,89.35,1010
349,2015,12,16,83.0,66.0,27,312,3.1,86.13,1010
350,2015,12,17,83.0,69.0,52,214,4.4,88.48,1010
351,2015,12,18,85.0,68.0,75,125,4.4,89.84,1011
352,2015,12,19,77.0,63.0,61,144,9.0,78.39,1020
353,2015,12,20,77.0,68.0,62,72,8.0,83.4,1020
354,2015,12,21,81.0,72.0,38,267,6.4,89.55,1018
355,2015,12,22,82.0,73.0,73,96,4.4,91.85,1010
356,2015,12,23,83.0,76.0,72,103,5.0,93.5,1010
357,2015,12,24,84.0,74.0,42,246,4.9,88.31,1016
358,2015,12,25,82.0,74.0,62,160,5.8,91.18,1020
359,2015,12,26,82.0,72.0,45,219,5.9,88.12,1018
360,2015,12,27,82.0,75.0,70,159,6.1,85.35,1010
361,2015,12,28,83.0,74.0,56,205,5.3,86.86,1010
362,2015,12,29,84.0,75.0,47,241,5.3,86.1,1015
363,2015,12,30,84.0,72.0,34,257,4.5,88.4,1020
364,2015,12,31,83.0,71.0,49,234,4.2,86.97,1017
365,2016,1,1,83.0,68.0,58,221,3.1,81.52,1011
